label,video_url,file_exists,letter,assuntos,acepção,exemplo,exemplo libras,classe gramatical,origem
ANO2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/ano3Sm_Prog001.mp4,False,A,ANO SIDERAL,Tempo de vida; quantos anos de vida; idade.,Quantos anos você tem?,VOCÊ IDADE?,SUBSTANTIVO,Nacional
ANOS,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/anosSm_Prog001.mp4,True,A,ANO SIDERAL,Período de vida profissional; tempo decorrido.,Há anos que eu trabalho na mesma escola.,ANOS TRABALHAR MESM@ CASA^ESTUDO.,SUBSTANTIVO,Nacional
ANOTAR1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/anotar1Sm_Prog001.mp4,True,A,NENHUM,Escrever no papel.,Um ónibus passou rápido e atropelou uma pessoa e eu anotei o número da placa dele.,ÔNIBUS veículoMOVERrápido pessoaATROPELAR EU ANOTAR NÚMERO PLACA.,VERBO,Nacional
ANOTAR2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/anotar2Sm_Prog001.mp4,True,A,NENHUM,"Providência do guarda de trânsito, que registra, em um bloco de multas, o número da placa do veículo e a infração cometida.",Eu vi a polícia anotar a placa do seu carro.,EU VER POLÍCIA PLACA CARRO SE@ ANOTAR.,VERBO,Nacional
ANOTAR3,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/anotar3Sm_Prog001.mp4,True,A,NENHUM,Tomar nota; escrever.,"O ônibus andou rápido, atropelou uma pessoa e eu anotei o número da placa.",ÔNIBUS veículoMOVERrápido pessoaATROPELAR EU ANOTAR NÚMERO PLACA.,VERBO,Nacional
ANSIEDADE,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/ansiedadeSm_Prog001.mp4,True,A,SENTIMENTOS,Desejo ardente; aflição.,A ansiedade é prejudicial à saúde.,ANSIEDADE RUIM SAÚDE.,SUBSTANTIVO,Nacional
ANSIOSO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/ansiosoSm_Prog001.mp4,False,A,NENHUM,Cheio de ânsia; muito desejoso.,Eu estou ansioso para viajar.,EU ANSIOS@ VIAJAR.,ADJETIVO,Nacional
ANTAGÔNICO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/antagonicoSm_Prog001.mp4,True,A,NENHUM,Contrário; oponente; com pensamento e atos opostos aos de outra pessoa.,O Iraque e os Estados Unidos têm interesses antagônicos a respeito do petróleo.,IRAQUE ESTADOS-UNIDOS PETRÓLEO INTERESSE ANTAGÔNIC@.,ADJETIVO,Nacional
ANTÁRTICA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/antartica1Sm_Prog001.mp4,False,A,PAÍS/ESTADO/CIDADE,A região glacial do polo sul.,O meu amigo quer conhecer a Antártica! Corajoso!,AMIG@ ME@ QUERER CONHECER ANTÁRTICA! CORAJOS@!,SUBSTANTIVO,Nacional
ANTEBRAÇO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/antebracoSm_Prog001.mp4,True,A,CORPO,A parte do membro superior entre o cotovelo e o pulso.,"Meu amigo caiu da moto e quebrou o antebraço, foi horrível!",AMIG@ ME@ MOTO veículoCAIR QUEBRAR ANTEBRAÇO HORRÍVEL!,SUBSTANTIVO,Nacional
ANTECEDÊNCIA1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/antecedenciaSm_Prog001.mp4,False,A,NENHUM,O que ocorre antes; situação que explica ou condiciona a que vem a seguir.,Você precisa divulgar a reunião com quarenta dias de antecedência.,REUNIÃO VOCÊ PRECISAR DIVULGAR 40 DIA ANTECEDÊNCIA.,SUBSTANTIVO,Nacional
ANTECEDÊNCIA2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/antecedencia2Sm_Prog001.mp4,True,A,ANO SIDERAL,Prazo contado antes da realização de um evento; tempo que precede a uma atividade.,É obrigatório anunciar a reunião da diretoria com antecedência de quarenta e cinco dias.,REUNIÃO DIRETORIA OBRIGATÓRI@ ANUNCIAR ANTECEDÊNCIA 45 DIAS.,SUBSTANTIVO,Nacional
ANTECEDER,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/antecederSm_Prog001.mp4,True,A,NENHUM,Acontecer antes; preceder.,O feriado de vinte um de abril é antecedente à prova do dia 22.,FERIADO 21 ABRIL ANTECEDER PROVA D-I-A 22.,VERBO,Nacional
ANTECIPAR1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/antecipar1Sm_Prog001.mp4,False,A,NENHUM,Fazer antes do previsto; apressar.,"Meu tio antecipou a viagem à Fortaleza, porque depois estará ocupado.",VIAGEM FORTALEZA ME@ TI@ ANTECIPAR PORQUE DEPOIS EL@ OCUPAD@.,VERBO,Nacional
ANTECIPAR2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/antecipar2Sm_Prog001.mp4,True,A,NENHUM,Fazer antes do previsto; apressar.,Eu antecipei meu casamento para o mês que vem.,CASAMENTO EU ANTECIPAR MÊS DEPOIS.,VERBO,Nacional
ANTENA PARABÓLICA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/antena_parabolicaSm_Prog001.mp4,True,A,APARELHO/MÁQUINA,"Antena em forma de parábola, usada para recepção de sinais de satélite.","É ótimo a televisão ter antena parabólica, porque possui diversos canais.",TELEVISÃO ANTENA PARABÓLICA C-A-N-A-L DIVERS@ ÓTIMO.,SUBSTANTIVO,Nacional
ANTENA1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/antena1Sm_Prog001.mp4,True,A,APARELHO/MÁQUINA,"Dispositivo com uma haste ou fio metálicos, que montado em mastro ou torre, no alto de edifícios, em automóveis e outros pontos, serve para transmissão ou recepção de ondas de rádio e televisão.","A imagem da TV está ruim. Por favor, suba no telhado e arrume a antena.","FAVOR, VOCÊ SUBIR TELHADO ARRUMAR ANTENA, TV IMAGEM-RUIM.",SUBSTANTIVO,Nacional
ANTENA2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/antena2Sm_Prog001.mp4,True,A,ANIMAL/INSETO/PEIXE/AVE,"Espécie de apêndice localizado na parte da frente do corpo do inseto, e serve de órgão olfativo, táctil e talvez auditivo.",A formiga tem antenas para se comunicar com as outras.,FORMIGA TER ANTENA(MD) COMUNICAR(ME),SUBSTANTIVO,Nacional
ANTENA3,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/antena3Sm_Prog001.mp4,True,A,ANIMAL/INSETO/PEIXE/AVE,"Espécie de apêndice que fica na parte da frente do corpo do inseto, e serve de órgão olfativo, táctil e talvez auditivo.",A barata possui antena comprida.,BARATA TER ANTENAcomprida.,SUBSTANTIVO,Nacional
ANTEONTEM,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/anteontemSm_Prog001.mp4,True,A,ANO SIDERAL,No dia anterior ao de ontem; há dois dias.,Anteontem teve festa no clube.,ANTEONTEM C-L-U-B-E FESTA TER.,ADV.,Nacional
ANTEPASSADOS,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/antepassadosSm_Prog001.mp4,True,A,FAMÍLIA,Ancestrais; ascendentes; avós.,"Meu cabelo é igual ao dos meus antepassados, como o meu avô.",CABELO ME@ IGUAL ANTEPASSAD@ V-O-V-Ô ME@.,SUBSTANTIVO,Nacional
ANTERIOR1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/anterior1Sm_Prog001.mp4,True,A,NENHUM,"Que existiu, sucedeu ou foi feito antes.",No mês passado você me falou que viajaria para a Austrália?,VOCÊ MÊS ANTERIOR 3sFALAR1s VIAJAR AUSTRÁLIA?,ADJETIVO,Nacional
ANTERIOR2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/anterior2Sm_Prog001.mp4,True,A,NENHUM,"O que existiu, sucedeu ou foi feito antes.",lembra-se que os filmes anteriores eram melhores.,LEMBRAR ANTERIOR FILME MELHOR+,ADJETIVO,Nacional
ANTES1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/antes1Sm_Prog001.mp4,True,A,NENHUM,Em tempo passado e indefinido.,"Antes eu era gorda, agora sou magra.",ANTES EU GORD@ AGORA MAGR@.,ADV.,Nacional
ANTES2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/antes2Sm_Prog001.mp4,True,A,NENHUM,"Condição; uma ação deve preceder, de imediato, a outra.","Lave as mãos antes, para poder comer.",ANTES LAVAR-MÃO PODER COMER.,ADV.,Nacional
ANTICONCEPCIONAL,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/anticoncepcionalSm_Prog001.mp4,True,A,HIGIENE/SAÚDE,"Os diversos recursos que impedem a concepção de filhos, como pílulas, DIU, camisinha e outros.",Esqueci de tomar a pílula anticoncepcional e agora estou grávida.,ESQUECER PÍLULA EVITAR GRAVIDEZ AGORA JÁ EU GRÁVIDA.,SUBSTANTIVO,Nacional
ANTIGO1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/antigo1Sm_Prog001.mp4,True,A,NENHUM,De tempos passados; o que existiu ou existe há muito tempo.,Eu gosto de carro antigo.,EU GOSTAR CARRO ANTIG@.,ADJETIVO,Nacional
ANTIGO2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/antigo2Sm_Prog001.mp4,True,A,NENHUM,De tempos passados; o que existiu ou existe há muito tempo.,No Egito antigo construiram pirâmides bonitas.,EGITO ANTIG@ CONSTRUIR PIRÂMIDE+ BONIT@.,ADJETIVO,Nacional
ANTILHAS,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/antilhasSm_Prog001.mp4,True,A,PAÍS/ESTADO/CIDADE,Ilhas da América Central.,As Antilhas são famosas no mundo como local para turismo.,ANTILHAS LOCAL FAMOS@ MUNDO TURISMO.,SUBSTANTIVO,Nacional
ANTIPÁTICO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/antipaticoSm_Prog001.mp4,True,A,NENHUM,Que inspira antipatia ou aversão; o oposto de simpático.,"Eu não gosto dele, ele é sempre antipático.",EU GOSTAR-NÃO EL@ SEMPRE ANTIPÁTIC@.,ADJETIVO,Nacional
ANUAL,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/anualSm_Prog001.mp4,True,A,ANO SIDERAL,O que se realiza uma vez por ano; o que dura ou é válido por um ano.,O Festival da Associação do Chope é sempre anual.,ASSOCIAÇÃO C-H-O-P-E FESTIVAL SEMPRE ANUAL.,ADJETIVO,Nacional
ANULADO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/anuladoSm_Prog001.mp4,True,A,NENHUM,Considerado nulo; sem efeito; desmarcado.,A prova de vestibular foi anulada por causa do roubo de prova.,PROVA VESTIBULAR ANULAD@ POR-CAUSA ROUBO PROVA.,ADJETIVO,Nacional
ANULAR1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/anular1Sm_Prog001.mp4,True,A,NENHUM,Tornar nulo; invalidar; desfazer; cancelar.,O professor anulou a prova de matemática porque os alunos já sabiam as respostas.,PROFESSOR ANULAR PROVA MATEMÁTICA PORQUE ALUN@ SABER RESPOSTA JÁ.,VERBO,Nacional
ANULAR2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/anular2Sm_Prog001.mp4,True,A,CORPO,"Quarto dedo da mão, entre o médio e o mínimo, aquele em que mais são usados anéis.","Ontem, no vôlei, a bola acertou e inchou meu dedo anular.",VOLÊI ONTEM BOLA objeto-redondoACERTAR-ANULAR INCHAR.,SUBSTANTIVO,Nacional
ANUNCIAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/anunciarSm_Prog001.mp4,True,A,NENHUM,Pôr anúncio; noticiar.,A televisão anunciou às lojas vão diminuir o preço dos carro.,TELEVISÃO ANUNCIAR AMANHÃ LOJA+ CARRO PREÇO DIMINUIR.,VERBO,Nacional
ANÚNCIO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/anuncioSm_Prog001.mp4,True,A,NENHUM,Aviso; comunicação; nota; participação.,"Você viu hoje, na televisão, o anúncio da vacina?",VOCÊ VER TELEVISÃO ANÚNCIO VACINA HOJE JÁ?,SUBSTANTIVO,Nacional
ANZOL,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/anzolSm_Prog001.mp4,True,A,NENHUM,"Pequena peça de arame, que fica na ponta da linha de pescar, para prender o peixe.",O rio tem peixe grande. É melhor pescar com anzol grande porque é mais dífícil de se quebrar.,RIO TER PEIXE GRANDE PESCAR MELHOR ANZOL GRANDE QUEBRAR DIFÍCIL.,SUBSTANTIVO,Nacional
APAGADO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/apagadoSm_Prog001.mp4,True,A,NENHUM,Sem fogo; sem luz; extinto.,"Eu tenho medo de ir à cozinha porque está escura, com a luz apagada.",COZINHA LUZ-APAGAD@ ESCURO EU MEDO.,ADJETIVO,Nacional
APAGADOR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/apagadorSm_Prog001.mp4,True,A,NENHUM,"Pequena peça de madeira coberta de feltro, com que se apaga o quadro.","O professor de ciências é mau, jogou o apagador na cabeça do aluno.",PROFESSOR@ CIÊNCIAS M-A-U APAGADOR JOGAR ALUN@ BATER-CABEÇA.,SUBSTANTIVO,Nacional
APAGAR LUZ,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/apagar3Sm_Prog001.mp4,True,A,NENHUM,Pressionar o interruptor para desligar a luz.,Você se esqueceu de apagar a luz do banheiro ontem.,ONTEM BANHEIRO VOCÊ ESQUECER LUZ-APAGAR.,VERBO,Nacional
APAGAR VELA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/apagar1Sm_Prog001.mp4,True,A,NENHUM,Soprar a vela e extinguir a chama.,"Você é fraco, não conseguiu soprar e apagar a vela.",VOCÊ FRAC@ CONSEGUIR-NÃO SOPRAR APAGAR-VELA.,VERBO,Nacional
APAIXONADO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/apaixonadoSm_Prog001.mp4,True,A,NENHUM,Dominado pela paixão; arrebatado; tomado por muito amor.,"Mês passado, no carnaval, encontrei um colega de infância e fiquei apaixonada.",MÊS PASSADO COLEGA INFÂNCIA ENCONTRAR CARNAVAL EU APAIXONAD@.,ADJETIVO,Nacional
APAIXONAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/apaixonarSm_Prog001.mp4,True,A,NENHUM,Estar tomado por um grande amor; ser invadido pela paixão.,"Ontem, vi uma mulher linda na boate, apaixonei-me e tive vontade de namorá-la.",ONTEM BOATE 1sVER3s MULHER LIND@ EU APAIXONAR VONTADE NAMORAR.,VERBO,Nacional
APALPAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/apalparSm_Prog001.mp4,True,A,NENHUM,"Tocar com as duas mãos em concha, tentando identificar partes do corpo, volumes ou objetos.",A polícia pegou o ladrão e apalpou todo o seu corpo para procurar maconha.,POLÍCIA ONTEM LADRÃO APALPAR PROCURAR MACONHA.,VERBO,Nacional
APANHAR1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/apanhar1Sm_Prog001.mp4,True,A,NENHUM,Pegar o que está caído no chão.,A mulher deixou cair a luva e o homem educado a apanhou e entregou.,MULHER LUVA coisa-planaCAIR HOMEM APANHAR 1sENTREGAR3s EDUCAD@.,VERBO,Nacional
APANHAR2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/apanhar2Sm_Prog001.mp4,True,A,NENHUM,Receber qualquer tipo de agressão.,"O menino apanhou, com o cinto, do padrinho ruim.",PADRINHO RUIM CINTO APANHAR MENIN@.,VERBO,Nacional
APARAFUSAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/aparafusarSm_Prog001.mp4,True,A,NENHUM,Fixar os parafusos.,Seu pai não sabe aparafusar o armário.,P-A-I SE@ SABER-NÃO ARMÁRIO APARAFUSAR.,VERBO,Nacional
APARECER1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/aparecer2Sm_Prog001.mp4,False,A,NENHUM,Estar em evidência; mostrar-se.,Aquele famoso ator de televisão sempre aparece na revista.,AQUEL@ ATOR FAMOS@ TELEVISÃO REVISTA APARECER SEMPRE.,VERBO,Nacional
APARECER2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/aparecer3Sm_Prog001.mp4,True,A,NENHUM,Comparecer; estar presente.,Até que enfim você apareceu!,VOCÊ APARECER ATÉ-QUE-ENFIM!,VERBO,Nacional
APARELHO AUDITIVO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/aparelho_auditivoSm_Prog001.mp4,True,A,APARELHO/MÁQUINA,"Aparelho colocado na orelha, para ajudar a audição.",O meu pai não tem dinheiro para comprar o aparelho auditivo.,PAI ME@ DINHEIRO NÃO-TER COMPRAR APARELHO-AUDITIVO.,SUBSTANTIVO,Nacional
APARELHO DE SOM,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/aparelho_desomSm_Prog001.mp4,False,A,APARELHO/MÁQUINA,"Aparelho que faz transmissões do rádios e tem capacidade para a reprodução de sons gravados em fitas-cassete, CDs e, em certos casos, LPs.",Na minha casa não tem aparelho de som porque minha família é de surdos.,CASA ME@ TER-NÃO coisa-grande-quadradaSOM PORQUE FAMÍLIA ME@ SURD@.,SUBSTANTIVO,Nacional
APARENTEMENTE,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/aparentamenteSm_Prog001.mp4,False,A,NENHUM,A julgar pelas aparências; tudo indica; parece.,"Aparentemente ele não está com problema algum, mas é preciso fazer exame médico.","APARENTEMENTE ELE PROBLEMA NENHUM, PRECISA FAZER EXAME.",ADV.,Nacional
APARTAMENTO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/apartamentoSm_Prog001.mp4,True,A,CASA,Cada uma das unidades residenciais de um prédio.,Ela mora no apartamento de número 102.,EL@ MORAR PRÉDIO APARTAMENTO NÚMERO 102.,SUBSTANTIVO,Nacional
APAVORADO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/apavoradoSm_Prog001.mp4,True,A,SENTIMENTOS,Tomado de muito pavor; aterrorizado.,Fiquei apavorado ao ver meu amigo cair da árvore e quebrar o braço e o levei para o hospital.,EU VER AMIG@ ÁRVORE pessoaCAIR BRAÇO QUEBRAR EU APAVORAD@ LEVAR HOSPITAL.,ADJETIVO,Nacional
APAVORAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/apavorarSm_Prog001.mp4,True,A,NENHUM,Assustar; causar ou sofrer pavor.,Não se apavore quando aparecer um vampiro de mentira!,VAMPIR@ MENTIRA APARECER VOCÊ APAVORAR NÃO!,VERBO,Nacional
APEGAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/apegarSm_Prog001.mp4,True,A,NENHUM,Afeiçoar-se; ter apego; gostar.,Eu adotei um filho e de repente me apeguei a ele.,EU ADOTAR FILH@ DE-REPENTE APEGAR JÁ.,VERBO,Nacional
APELAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/apelarSm_Prog001.mp4,True,A,NENHUM,Recorrer; solicitar; pedir com veemência.,"Os alunos apelaram ao diretor para liberá-los da aula de segunda-feira, porque na terça-feira é feriado.",ALUN@ APELAR DIRETOR TER-NÃO AULA SEGUNDA-FEIRA PORQUE FERIADO TERÇA-FEIRA.,VERBO,Nacional
APELIDAR1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/apelidar1Sm_Prog001.mp4,True,A,NENHUM,Chamar por apelido; dar um nome fictício.,Minha avó me apelidou de chocolate porque adoro comer chocolate.,EU SEMPRE V-O-V-Ó ME@ NOME APELIDAR CHOCOLATE PORQUE ADORAR COMER CHOCOLATE.,VERBO,Nacional
APELIDAR2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/apelidar2Sm_Prog001.mp4,True,A,NENHUM,Chamar por apelido; dar um nome fictício.,Eu vou apelidar o professor de cabeludo.,NOME APELIDAR PROFESSOR@ CABELUD@.,VERBO,Nacional
APELIDO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/apelidoSm_Prog001.mp4,True,A,NENHUM,Cognome; alcunha; nome falso.,O apelido dele é cavalo.,EL@ APELIDO SINAL CAVALO.,SUBSTANTIVO,Nacional
APENAS,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/apenasSm_Prog001.mp4,True,A,NENHUM,Somente; só.,Apenas eu tomo um sorvete; vocês podem tomar mais.,APENAS EU TOMAR UM SORVETE VOCÊS PODER MAIS.,ADV.,Nacional
APERFEIÇOAR1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/aperfeicoar1Sm_Prog001.mp4,True,A,NENHUM,Tornar mais perfeito; fazer ainda melhor.,Meu chefe me pediu para aperfeiçoar o trabalho.,CHEFE 3sPEDIR1s APERFEIÇOAR TRABALHO.,VERBO,Nacional
APERFEIÇOAR2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/aperfeicoar2Sm_Prog001.mp4,True,A,NENHUM,Tornar mais perfeito; fazer ainda melhor.,O professor me pediu que aperfeiçoasse o inglês.,PROFESSO@ 3sPEDIR1p APERFEIÇOAR INGLÊS.,VERBO,Nacional
APERTADO1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/apertado1Sm_Prog001.mp4,True,A,NENHUM,O que está em dificuldade financeira; com dinheiro insuficiente.,Ele está apertado por causa do pagamento das parcelas do carro.,EL@ APERTAD@ DINHEIRO PORQUE PAGAMENTO-PARCELA CARRO DEL@.,ADJETIVO,Nacional
APERTADO2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/apertado2Sm_Prog001.mp4,True,A,VESTUÁRIO/COMPLEMENTOS,Muito justo: colante ao corpo; lotado; aflito.,Minha esposa adora usar calça apertada.,ESPOS@ ME@ CALÇA APERTAD@ ADORAR.,ADJETIVO,Nacional
APERTAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/apertarSm_Prog001.mp4,True,A,NENHUM,"Estreitar, comprimir; ajustar.","Meu vestido está largo, vou pedir à minha mãe que aperte um pouco.",VESTIDO LARG@ EU PEDIR M-A-E APERTAR POUCO.,VERBO,Nacional
APETITE1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/apetite1Sm_Prog001.mp4,True,A,NENHUM,Fome; vontade de comer.,"As crianças, geralmente, não têm apetite.",CRIANÇA TER-NÃO VONTADE COMER.,SUBSTANTIVO,Nacional
APETITE2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/apetite2Sm_Prog001.mp4,True,A,NENHUM,Disposição ou interesse em manter relações sexuais.,Os adolescentes de hoje têm um forte apetite sexual.,ADOLESCENTE HOJE APETITE-SEXUAL FORTE.,SUBSTANTIVO,Nacional
